date, pm25, pm10, o3, no2, so2
2022/3/1, 57, 15, 34, 12, 
2022/3/2, 22, 12, 35, 8, 
2022/3/3, 22, 12, 35, 4, 
2022/3/4, 16, 15, 31, 12, 
2022/3/5, 21, 11, 37, 5, 
2022/3/6, 34, 12, 35, 9, 
2022/3/7, 22, 16, 29, 13, 
2022/3/8, 26, 17, 34, 15, 
2022/3/9, 22, 14, 32, 10, 
2022/3/10, 26, 15, 29, 16, 
2022/3/11, 19, 24, 33, 10, 
2022/3/12, 38, 14, 37, 9, 
2022/3/13, 18, 11, 28, 9, 
2022/3/14, 21, 163, 17, 13, 
2022/3/15, 68, 107, 30, 7, 
2022/3/16, 125, 48, 23, 10, 
2022/3/17, 60, 12, 29, 12, 
2022/3/18, 27, 17, 32, 11, 
2022/3/19, 47, 23, 32, 4, 
2022/3/20, 39, 8, 28, 6, 
2022/3/21, 24, 18, 29, 15, 
2022/3/22, 49, 7, 26, 8, 
2022/3/23, 19, 24, 27, 8, 
2022/3/24, 25, 40, 22, 12, 
2022/3/25, 57, 23, 29, 7, 
2022/3/26, 39, 52, 29, 6, 
2022/3/27, 53, 51, 26, 8, 
2022/3/28, 58, 26, 34, 9, 
2022/3/29, 42, 32, 40, 4, 
2022/3/30, 50, 14, 34, 6, 
2022/3/31, 16, 11, 37, 5, 
2021/10/7, 35, 30, 31, 16, 1
2021/10/8, 67, , 33, 17, 3
2021/10/10, 44, 16, 33, 12, 4
2021/10/11, 39, 18, 29, 13, 3
2021/10/12, 32, 21, 36, 13, 2
2021/10/13, 48, 22, 33, 18, 1
2021/10/14, 48, 28, 29, 28, 8
2021/10/15, 50, 17, 34, 28, 9
2021/10/16, 38, 13, 31, 19, 3
2021/10/17, 37, 14, 11, 13, 
2021/10/18, 37, 24, 15, 18, 
2021/10/19, 54, 19, 29, 16, 1
2021/10/20, 51, 16, 18, 17, 1
2021/10/21, 22, 12, 30, 9, 1
2021/10/22, 18, 15, 29, 7, 1
2021/10/23, 28, 15, 31, 16, 2
2021/10/24, 36, 10, 31, 15, 4
2021/10/25, 19, 15, 28, 12, 5
2021/10/26, 21, 24, 27, 13, 5
2021/10/27, 49, 36, 32, 26, 3
2021/10/28, 68, 13, 33, 19, 10
2021/10/29, 28, , 22, 9, 
2021/11/1, 15, 12, 24, 10, 2
2021/11/2, 22, 9, 25, 16, 
2021/11/3, 19, 11, 27, 17, 1
2021/11/4, 19, 8, 27, 15, 
2021/11/5, 17, 11, 24, 13, 4
2021/11/6, 21, 9, 25, 14, 14
2021/11/7, 34, 13, 26, 11, 
2021/11/8, 43, 16, 17, 20, 17
2021/11/9, 50, 19, 21, 18, 21
2021/11/10, 54, 25, 22, 20, 15
2021/11/11, 64, 18, 29, 16, 
2021/11/12, 46, 29, 22, 15, 1
2021/11/13, 72, 26, 21, 22, 
2021/11/14, 67, 23, 24, 16, 2
2021/11/15, 64, 11, 17, 19, 
2021/11/16, 27, 15, 20, 17, 
2021/11/17, 34, 8, 20, 17, 
2021/11/18, 25, 10, 22, 13, 
2021/11/19, 28, , 23, 7, 
2021/11/23, 21, 19, 20, 15, 2
2021/11/24, 34, 13, 28, 14, 1
2021/11/25, 22, 16, 26, 12, 1
2021/11/26, 40, 13, 24, 12, 
2021/11/27, 15, 11, 29, 9, 
2021/11/28, 18, 9, 29, 5, 
2021/11/29, 17, 20, 28, 14, 
2021/11/30, 37, 21, 22, 25, 
2021/12/1, 52, 10, 24, 17, 
2021/12/2, 10, 11, 28, 5, 
2021/12/3, 13, 8, 21, 14, 
2021/12/4, 14, 22, 23, 14, 
2021/12/5, 19, 16, 31, 11, 
2021/12/6, 22, 9, 23, 18, 
2021/12/7, 23, 15, 25, 13, 
2021/12/8, 17, 14, 28, 7, 
2021/12/9, 23, 10, 24, 12, 
2021/12/10, 13, 11, 26, 9, 
2021/12/11, 13, 12, 25, 8, 
2021/12/12, 29, 13, 13, 13, 
2021/12/13, 32, 16, 18, 15, 
2021/12/14, 25, 18, 18, 13, 
2021/12/15, 37, 24, 13, 20, 
2021/12/16, 50, 14, 17, 20, 
2021/12/17, 26, 17, 19, 14, 
2021/12/18, 36, 18, 22, 7, 
2021/12/19, 16, 25, 23, 7, 
2021/12/20, 48, 36, 21, 8, 
2021/12/21, 60, 15, 24, 8, 
2021/12/22, 24, 10, 20, 9, 
2021/12/23, 13, 13, 19, 14, 
2021/12/24, 31, , 28, 12, 
2021/12/26, 17, 18, 24, 3, 
2021/12/27, 13, 15, 22, 6, 1
2021/12/28, 14, 10, 23, 6, 
2021/12/29, 14, 11, 16, 14, 
2021/12/30, 29, 15, 15, 8, 
2021/12/31, 47, 23, 10, 16, 
2022/1/1, 51, 30, 12, 15, 
2022/1/2, 58, 10, 10, 12, 
2021/7/1, 32, 12, 21, 7, 
2021/7/2, 29, 7, 21, 3, 1
2021/7/3, 23, 7, 24, 2, 
2021/7/4, 18, 9, 20, 4, 
2021/7/5, 17, 9, 27, 4, 1
2021/7/6, 16, 11, 23, 3, 7
2021/7/7, 14, 12, 27, 3, 
2021/7/8, 29, 17, 36, 5, 
2021/7/9, 39, 17, 53, 6, 
2021/7/10, 50, 14, 26, 2, 1
2021/7/11, 36, 14, 25, 2, 4
2021/7/12, 22, 14, 22, 3, 11
2021/7/13, 19, 17, 39, 5, 
2021/7/14, 34, 19, 46, 12, 
2021/7/15, 45, 24, 54, 19, 
2021/7/16, 55, 17, 43, 5, 1
2021/7/17, 43, 15, 30, 2, 2
2021/7/18, 34, 14, 32, 2, 1
2021/7/19, 23, 12, 35, 3, 
2021/7/20, 32, 15, 35, 4, 2
2021/7/21, 43, 14, 32, 5, 3
2021/7/22, 30, 8, 24, 4, 
2021/7/23, 30, 9, 26, 2, 1
2021/7/24, 17, 5, 14, 2, 1
2021/7/25, 19, 4, 32, 3, 
2021/7/26, 19, 10, 28, 3, 8
2021/7/27, 25, 11, 33, 3, 2
2021/7/28, 28, 17, 30, 3, 5
2021/7/29, 36, 10, 23, 2, 7
2021/7/30, 26, 13, 26, 2, 6
2021/7/31, 24, 7, 22, 2, 
2021/8/1, 23, 3, 27, 3, 
2021/8/2, 17, 10, 33, 4, 
2021/8/3, 19, 7, 20, 3, 
2021/8/4, 24, 6, 25, 3, 
2021/8/5, 22, 11, 27, 3, 
2021/8/6, 28, 13, 26, 3, 1
2021/8/7, 19, 10, 30, 1, 1
2021/8/8, 17, 11, 31, 4, 2
2021/8/9, 19, 11, 30, 4, 2
2021/8/10, 18, 13, 28, 4, 1
2021/8/11, 19, 13, 29, 4, 1
2021/8/12, 22, 13, 36, 7, 
2021/8/13, 29, 11, 36, 5, 
2021/8/14, 32, 10, 33, 3, 
2021/8/15, 31, 18, 35, 4, 4
2021/8/16, 24, 20, 37, 4, 1
2021/8/17, 29, 19, 39, 4, 
2021/8/18, 34, 15, 36, 3, 2
2021/8/19, 21, 12, 28, 4, 
2021/8/20, 23, 7, 21, 4, 1
2021/8/21, 21, 8, 27, 2, 
2021/8/22, 12, 12, 32, 6, 
2021/8/23, 27, 18, 26, 7, 
2021/8/24, 52, 22, 32, 4, 2
2021/8/25, 52, 22, 33, 6, 
2021/8/26, 44, 19, 35, 9, 4
2021/8/27, 44, 19, 27, 6, 
2021/8/28, 50, 9, 24, 4, 
2021/8/29, 21, 11, 24, 6, 1
2021/8/30, 18, 10, 23, 6, 
2021/8/31, 18, 11, 24, 8, 
2021/9/1, 20, 9, 28, 6, 1
2021/9/2, 18, 11, 31, 6, 
2021/9/3, 17, 14, 40, 8, 
2021/9/4, 32, 17, 39, 10, 
2021/9/5, 44, 16, 23, 6, 
2021/9/6, 39, 10, 20, 4, 3
2021/9/7, 19, 10, 20, 6, 1
2021/9/8, 17, 12, 29, 6, 
2021/9/9, 22, 9, 21, 7, 
2021/9/10, 19, 10, 26, 7, 
2021/9/11, 15, 9, 21, 7, 1
2021/9/12, 15, 12, 19, 4, 
2021/9/13, 20, 8, 31, 6, 
2021/9/14, 20, 11, 28, 9, 
2021/9/15, 22, 15, 31, 5, 
2021/9/16, 29, 13, 25, 5, 
2021/9/17, 21, 11, 29, 4, 2
2021/9/18, 13, 8, 34, 2, 1
2021/9/19, 14, 12, 31, 4, 1
2021/9/20, 15, 14, 27, 11, 2
2021/9/21, 19, 12, 36, 10, 1
2021/9/22, 27, 9, 37, 10, 2
2021/9/23, 18, 14, 38, 10, 4
2021/9/24, 36, 13, 33, 9, 2
2021/9/25, 31, 11, 27, 12, 3
2021/9/26, 32, 13, 22, 13, 3
2021/9/27, 35, , , , 
2021/4/1, 50, 32, 34, 7, 
2021/4/2, 32, 26, 34, 4, 
2021/4/3, 50, 35, 37, 4, 
2021/4/4, 60, 24, 37, 11, 
2021/4/5, 48, 23, 34, 23, 
2021/4/6, 41, , 42, 11, 
2021/4/10, 23, 7, 34, 4, 
2021/4/11, 22, 17, 25, 15, 
2021/4/12, 29, , 19, 14, 
2021/4/14, 45, 10, 26, 7, 
2021/4/15, 27, 18, 38, 11, 
2021/4/16, 49, 16, 43, 8, 
2021/4/17, 45, 15, 46, 6, 
2021/4/18, 44, 16, 36, 6, 
2021/4/19, 39, 10, 34, 5, 
2021/4/20, 30, 7, 29, 7, 
2021/4/21, 16, 15, 34, 9, 
2021/4/22, 19, 18, 30, 6, 
2021/4/23, 26, 16, 33, 3, 
2021/4/24, 30, 12, 36, 2, 
2021/4/25, 30, 11, 25, 6, 
2021/4/26, 24, , 38, 7, 
2021/4/28, 23, 12, 39, 7, 
2021/4/29, 23, 10, 41, 7, 
2021/4/30, 22, , 35, 6, 
2021/5/2, 18, 11, 42, 5, 
2021/5/3, 18, , 41, 6, 
2021/5/5, 21, 9, 28, 4, 
2021/5/6, 16, , 26, 4, 
2021/5/9, 15, 13, 34, 7, 
2021/5/10, 16, 10, 36, 7, 
2021/5/11, 11, 14, 33, 4, 
2021/5/12, 21, 17, 29, 7, 
2021/5/13, 24, 14, 31, 6, 
2021/5/14, 21, 12, 22, 3, 
2021/5/15, 19, 7, 30, 2, 
2021/5/16, 19, 10, 35, 4, 
2021/5/17, 18, 10, 32, 5, 
2021/5/18, 19, 11, 37, 4, 
2021/5/19, 17, 15, 38, 6, 
2021/5/20, 18, 9, 29, 3, 
2021/5/21, 17, , 35, 3, 
2021/5/23, 17, 14, 36, 4, 
2021/5/24, 22, 19, 37, 5, 
2021/5/25, 30, 25, 34, 6, 
2021/5/26, 46, 20, 36, 8, 
2021/5/27, 37, 17, 38, 7, 2
2021/5/28, 29, 18, 36, 3, 
2021/5/29, 43, 12, 38, 3, 
2021/5/30, 38, 17, 44, 7, 3
2021/5/31, 43, , 35, 9, 
2021/6/3, 16, 9, 36, 2, 1
2021/6/4, 16, , , , 
2021/6/7, 36, , 29, 4, 
2021/6/9, 30, , 26, 3, 3
2021/6/13, 45, 19, 51, 8, 1
2021/6/14, 41, , , , 
2021/6/17, 34, 6, 27, 4, 
2021/6/18, 19, , 28, 3, 1
2021/6/20, 84, 9, 27, 4, 
2021/6/23, 33, 20, 47, 8, 
2021/6/24, 38, 17, 55, 11, 2
2021/6/25, 43, 15, 40, 3, 1
2021/6/26, 38, 8, 28, 1, 3
2021/6/27, 22, 13, 31, 3, 
2021/6/28, 19, 14, 32, 3, 1
2021/6/29, 29, 11, 30, 3, 
2021/6/30, 28, 14, 34, 6, 
2021/1/4, 40, 18, 14, 18, 
2021/1/5, 56, 18, 15, 13, 1
2021/1/6, 57, 13, 19, 14, 
2021/1/7, 36, 8, 22, 10, 
2021/1/8, 28, 12, 26, 8, 
2021/1/9, 30, 7, 23, 5, 
2021/1/10, 27, 15, 22, 18, 
2021/1/11, 35, 27, 18, 23, 1
2021/1/12, 61, 41, 15, 22, 
2021/1/13, 93, 15, 28, 12, 
2021/1/14, 44, 14, 28, 12, 
2021/1/15, 48, 24, 22, 12, 
2021/1/16, 73, 38, 19, 15, 
2021/1/17, 93, 39, 16, 23, 
2021/1/18, 24, 39, 28, 17, 
2021/1/19, 54, 26, 28, 6, 
2021/1/20, 41, 21, 29, 3, 
2021/1/21, 26, , 30, 3, 
2021/1/24, 29, 13, 24, 7, 
2021/1/25, 18, 6, 14, 9, 
2021/1/26, 18, 10, 14, 12, 
2021/1/27, 26, 5, 9, 6, 
2021/1/28, 21, 14, 6, 8, 
2021/1/29, 50, 21, , 3, 
2021/1/30, 40, , , 2, 
2021/2/1, 23, 9, , 6, 
2021/2/2, 17, 9, 27, 7, 
2021/2/3, 16, 9, 26, 8, 
2021/2/4, 17, 9, 26, 7, 
2021/2/5, 15, 8, 30, 2, 
2021/2/6, 25, 12, 31, 2, 
2021/2/7, 20, 14, 32, 5, 
2021/2/8, 18, 19, 33, 3, 
2021/2/9, 25, 11, 28, 9, 
2021/2/10, 31, 11, 28, 6, 
2021/2/11, 27, 15, 27, 10, 
2021/2/12, 26, , , , 
2021/2/15, 52, 32, 25, 12, 
2021/2/16, 54, 29, 31, 12, 
2021/2/17, 57, 62, 28, 7, 
2021/2/18, 62, 66, 27, 5, 
2021/2/19, 72, 27, 32, 4, 
2021/2/20, 71, , 31, 5, 
2021/2/22, 48, 12, 24, 11, 
2021/2/23, 24, 23, 33, 6, 
2021/2/24, 42, 20, 30, 7, 1
2021/2/25, 32, 24, 15, 14, 
2021/2/26, 48, 34, 26, 13, 
2021/2/27, 65, 32, 29, 9, 
2021/2/28, 66, 38, 25, 15, 
2021/3/1, 65, 33, 30, 14, 
2021/3/2, 53, 39, 26, 15, 
2021/3/3, 60, 50, 27, 10, 
2021/3/4, 82, 11, 25, 6, 
2021/3/5, 30, 33, 30, 7, 
2021/3/6, 68, 33, 35, 2, 
2021/3/7, 59, 18, 34, 4, 
2021/3/8, 35, 19, 33, 7, 
2021/3/9, 49, 15, 32, 8, 
2021/3/10, 32, 6, 15, 9, 
2021/3/11, 20, 10, 32, 7, 
2021/3/12, 23, 10, 35, 4, 
2021/3/13, 20, 11, 34, 3, 
2021/3/14, 25, 13, 30, 10, 
2021/3/15, 31, 13, 32, 16, 
2021/3/16, 37, 12, 28, 14, 
2021/3/17, 36, 11, 32, 10, 
2021/3/18, 21, 10, 34, 8, 
2021/3/19, 27, , 36, 4, 
2021/3/21, 23, 17, 34, 10, 
2021/3/22, 45, 19, 35, 8, 
2021/3/23, 39, 13, 32, 8, 
2021/3/24, 34, 12, 32, 9, 
2021/3/25, 31, 10, 32, 7, 
2021/3/26, 21, 12, 32, 7, 
2021/3/27, 34, 24, 38, 6, 
2021/3/28, 53, 30, 22, 8, 
2021/3/29, 58, 45, 23, 13, 
2021/3/30, 66, 41, 37, 10, 
2021/3/31, 56, 35, 33, 8, 
2020/10/1, 24, 10, 25, 6, 
2020/10/2, 20, 12, 26, 9, 
2020/10/3, 17, 14, 24, 6, 
2020/10/4, 17, 14, 21, 9, 
2020/10/5, 20, 9, 15, 8, 
2020/10/6, 22, 9, 24, 9, 
2020/10/7, 18, 18, 23, 13, 
2020/10/8, 37, 11, 23, 6, 
2020/10/9, 31, 11, 35, 5, 4
2020/10/10, 25, , 27, 5, 
2020/10/12, 17, 12, 28, 7, 
2020/10/13, 30, 18, 25, 4, 
2020/10/14, 21, 11, 26, 6, 
2020/10/15, 16, 22, 25, 11, 
2020/10/16, 20, , 26, 19, 
2020/10/19, 49, 8, 28, 7, 
2020/10/20, 26, 13, 25, 12, 
2020/10/21, 20, 12, 23, 19, 1
2020/10/22, 29, 17, 23, 19, 
2020/10/23, 36, 25, 26, 13, 
2020/10/24, 58, 10, 25, 6, 1
2020/10/25, 17, 13, 20, 18, 
2020/10/26, 16, 25, 24, 16, 
2020/10/27, 41, 10, 19, 12, 
2020/10/28, 25, 16, 20, 15, 
2020/10/29, 37, 19, 16, 19, 
2020/10/30, 48, 19, 17, 16, 
2020/10/31, 49, 13, 13, 15, 
2020/11/1, 48, 11, 27, 12, 
2020/11/2, 33, 20, 27, 4, 
2020/11/3, 21, 14, 19, 8, 
2020/11/4, 28, 8, 22, 5, 
2020/11/5, 28, 8, 18, 12, 
2020/11/6, 21, 10, 25, 8, 
2020/11/7, 20, , 24, 2, 
2020/11/9, 36, 13, 7, 19, 
2020/11/10, 33, 17, 9, 21, 
2020/11/11, 52, , 23, 15, 
2020/11/13, 56, , 17, 7, 
2020/11/15, 28, 18, 10, 19, 
2020/11/16, 43, 23, 4, 13, 
2020/11/17, 54, 25, 9, 12, 
2020/11/18, 61, 24, 12, 17, 
2020/11/19, 54, 28, 17, 13, 
2020/11/20, 56, , , , 
2020/11/23, 62, 34, 23, 18, 
2020/11/24, 80, 12, 19, 12, 
2020/11/25, 33, 7, 22, 6, 
2020/11/26, 23, 10, 15, 13, 2
2020/11/27, 20, , 19, 16, 
2020/11/29, 21, 8, 13, 10, 
2020/11/30, 28, 13, 15, 13, 
2020/12/1, 29, 27, 9, 22, 
2020/12/2, 66, 13, 5, 16, 
2020/12/3, 35, 9, 22, 7, 1
2020/12/4, 17, 8, 24, 7, 
2020/12/5, 16, 11, 20, 13, 
2020/12/6, 18, 12, 27, 7, 
2020/12/7, 18, , 28, 2, 
2020/12/9, 47, 5, 22, 7, 
2020/12/10, 13, 5, 27, 6, 2
2020/12/11, 12, 5, 21, 6, 
2020/12/12, 12, 5, 21, 5, 
2020/12/13, 16, 7, 19, 16, 
2020/12/14, 18, 18, 29, 15, 
2020/12/15, 37, 10, 29, 12, 
2020/12/16, 24, 24, 10, 23, 1
2020/12/17, 45, 26, 24, 13, 
2020/12/18, 64, , 27, 5, 
2020/12/21, 63, 20, 11, 14, 
2020/12/22, 53, 32, 22, 15, 
2020/12/23, 70, , 26, 6, 
2020/12/31, 74, 9, 28, 5, 
2021/1/1, 26, 9, 22, 9, 
2021/1/2, 22, 13, 21, 13, 
2021/1/3, 23, 13, 15, 23, 
2020/7/1, 19, 9, 27, 3, 
2020/7/2, 19, 10, 32, 4, 
2020/7/3, 21, 14, 28, 5, 
2020/7/4, 54, 17, 41, 3, 
2020/7/5, 45, 12, 36, 9, 
2020/7/6, 43, 21, 39, 11, 
2020/7/7, 65, 21, 31, 3, 
2020/7/8, 49, , , , 
2020/7/10, 53, 24, 51, 7, 
2020/7/11, 57, 18, 48, 5, 
2020/7/12, 55, 28, 65, 12, 
2020/7/13, 76, 28, 44, 5, 
2020/7/14, 71, 28, 54, 7, 
2020/7/15, 72, 20, 54, 10, 
2020/7/16, 64, 24, 62, 13, 
2020/7/17, 66, 24, 43, 13, 
2020/7/18, 60, 20, 39, 4, 
2020/7/19, 51, 27, 39, 10, 
2020/7/20, 51, 34, 44, 12, 
2020/7/21, 62, 28, 51, 15, 
2020/7/22, 61, 21, 40, 9, 
2020/7/23, 52, 21, 34, 4, 
2020/7/24, 37, 14, 22, 2, 
2020/7/25, 34, 7, 22, 2, 
2020/7/26, 26, 12, 18, 3, 
2020/7/27, 21, , 22, 3, 
2020/7/29, 24, 23, , 10, 
2020/7/30, 52, 19, 31, 8, 
2020/7/31, 33, , 21, 2, 
2020/8/2, 22, 11, 20, 2, 
2020/8/3, 19, 12, 33, 4, 
2020/8/4, 18, 15, 40, 6, 
2020/8/5, 41, 22, 36, 7, 
2020/8/6, 43, 12, 36, 5, 
2020/8/7, 38, 13, 33, 4, 
2020/8/8, 33, 13, 32, 2, 
2020/8/9, 30, 16, 34, 3, 
2020/8/10, 36, 18, 33, 4, 
2020/8/11, 31, 10, 33, 4, 
2020/8/12, 35, 6, 24, 3, 
2020/8/13, 25, 7, 26, 3, 
2020/8/14, 14, 8, 26, 3, 
2020/8/15, 15, 8, 25, 3, 
2020/8/16, 16, 15, 18, 6, 
2020/8/17, 24, 15, 17, 5, 
2020/8/18, 38, 14, 15, 3, 
2020/8/19, 39, 13, 11, 4, 
2020/8/20, 34, 12, 26, 6, 
2020/8/21, 20, , 31, 3, 
2020/8/23, 21, 16, 38, 7, 
2020/8/24, 31, 21, 26, 7, 
2020/8/25, 39, 9, 19, 4, 
2020/8/26, 18, 5, 18, 2, 
2020/8/27, 19, , , , 
2020/9/9, 46, 40, 41, 19, 1
2020/9/10, 72, 32, 45, 24, 
2020/9/11, 64, , , , 
2020/9/15, 26, 19, 22, 7, 
2020/9/16, 29, 12, 27, 6, 
2020/9/17, 26, 11, 28, 5, 
2020/9/18, 27, , , 3, 
2020/9/20, 17, 13, 32, 13, 
2020/9/21, 37, 17, 21, 10, 
2020/9/22, 28, , , 4, 
2020/9/24, 26, 14, 32, 7, 
2020/9/25, 18, 14, 29, 3, 
2020/9/26, 19, 7, 29, 2, 1
2020/9/27, 29, 13, 26, 10, 1
2020/9/28, 24, 16, 30, 12, 
2020/9/29, 33, 15, 25, 6, 
2020/9/30, 32, 11, 24, 10, 2
2020/4/1, 27, 9, 29, 12, 
2020/4/2, 19, 8, 34, 6, 
2020/4/3, 36, 12, 38, 11, 
2020/4/4, 52, 13, 36, 8, 
2020/4/5, 28, 13, 29, 3, 
2020/4/6, 25, 14, 25, 5, 
2020/4/7, 22, 22, 32, 6, 1
2020/4/8, 43, 12, 28, 7, 1
2020/4/9, 38, 6, 27, 3, 
2020/4/10, 20, 5, 28, 2, 
2020/4/11, 20, 8, 32, 1, 
2020/4/12, 23, 11, 31, 4, 1
2020/4/13, 23, 15, 31, 6, 
2020/4/14, 39, 9, 36, 3, 
2020/4/15, 18, 11, 34, 4, 
2020/4/16, 18, 16, 35, 3, 
2020/4/17, 18, 12, 34, 7, 
2020/4/18, 28, 8, 36, 1, 
2020/4/19, 20, 11, 35, 4, 
2020/4/20, 23, 8, 34, 4, 
2020/4/21, 19, 18, 39, 3, 
2020/4/22, 30, 22, 36, 5, 
2020/4/23, 52, 23, 43, 4, 
2020/4/24, 59, 20, 42, 2, 
2020/4/25, 52, 13, 36, 4, 
2020/4/26, 39, 14, 37, 9, 
2020/4/27, 42, 10, 32, 9, 
2020/4/28, 21, 13, 32, 6, 1
2020/4/29, 24, 11, 35, 3, 
2020/4/30, 19, 8, 23, 2, 
2020/5/1, 18, 9, 26, 5, 
2020/5/2, 19, 12, 37, 4, 
2020/5/3, 49, 16, 36, 2, 
2020/5/4, 38, 20, 34, 4, 
2020/5/5, 27, 15, 33, 7, 
2020/5/6, 23, 18, 34, 4, 
2020/5/7, 45, 21, 32, 5, 2
2020/5/8, 39, 12, 33, 5, 
2020/5/9, 22, 12, 30, 2, 
2020/5/10, 21, 15, 32, 2, 
2020/5/11, 20, 16, 34, 7, 
2020/5/12, 20, 10, 30, 8, 
2020/5/13, 26, 10, 27, 5, 
2020/5/14, 21, , , , 
2020/5/21, 44, 11, 22, 3, 
2020/5/22, 35, 15, 36, 2, 
2020/5/23, 49, 21, 35, 2, 
2020/5/24, 52, 21, 34, 5, 
2020/5/25, 45, 27, 43, 8, 
2020/5/26, 67, 26, 43, 7, 
2020/5/27, 69, 26, 53, 7, 
2020/5/28, 71, 26, 61, 9, 
2020/5/29, 78, 22, 44, 5, 
2020/5/30, 62, 19, 48, 3, 
2020/5/31, 58, 20, 34, 5, 1
2020/6/1, 56, 18, 32, 6, 
2020/6/2, 38, 15, 27, 7, 
2020/6/3, 41, 12, 34, 5, 
2020/6/4, 38, 16, 39, 4, 
2020/6/5, 35, 12, 35, 5, 
2020/6/6, 34, 5, 33, 2, 
2020/6/7, 19, 13, 32, 3, 
2020/6/8, 27, 13, 35, 3, 
2020/6/9, 38, 13, 37, 2, 
2020/6/10, 36, 9, 24, 2, 
2020/6/11, 20, 13, 29, 4, 
2020/6/12, 15, 10, 36, 8, 
2020/6/13, 23, 9, 32, 7, 
2020/6/14, 24, 10, 27, 7, 
2020/6/15, 25, 9, 21, 7, 
2020/6/16, 27, 7, 29, 4, 
2020/6/17, 18, 9, 25, 3, 
2020/6/18, 24, 6, 31, 4, 
2020/6/19, 20, 7, 19, 2, 
2020/6/20, 16, 6, 17, 1, 
2020/6/21, 21, 10, 36, 5, 1
2020/6/22, 34, 18, 33, 5, 
2020/6/23, 56, 15, 30, 4, 
2020/6/24, 42, 12, 32, 3, 
2020/6/25, 37, 6, 28, 5, 
2020/6/26, 21, , , , 
2020/6/30, 27, 6, 15, 3, 
2020/2/3, 78, 11, 18, 21, 
2020/2/4, 66, 27, 10, 22, 
2020/2/5, 67, 21, 14, 20, 
2020/2/6, 70, 27, 20, 15, 
2020/2/7, 64, 30, 18, 19, 
2020/2/8, 63, 30, 29, 13, 
2020/2/9, 50, 18, 23, 23, 
2020/2/10, 59, 24, 8, 23, 
2020/2/11, 40, 17, 20, 14, 
2020/2/12, 51, 30, 11, 23, 
2020/2/13, 62, 30, 10, 25, 
2020/2/14, 44, 20, 11, 19, 
2020/2/15, 53, 25, 17, 21, 
2020/2/16, 53, 22, 18, 16, 
2020/2/17, 16, 10, 30, 10, 
2020/2/18, 32, 19, 29, 7, 
2020/2/19, 60, 17, 21, 18, 
2020/2/20, 71, 25, 17, 22, 
2020/2/21, 64, 23, 23, 22, 
2020/2/22, 63, 24, 29, 21, 
2020/2/23, 66, 21, 4, 21, 
2020/2/24, 83, 34, 26, 20, 
2020/2/25, 38, 14, 30, 5, 
2020/2/26, 23, 12, 33, 10, 
2020/2/27, 54, 22, 23, 17, 
2020/2/28, 65, 49, 17, 17, 
2020/2/29, 63, 42, 26, 7, 
2020/3/1, 50, 30, 28, 3, 1
2020/3/2, 29, 19, 31, 5, 
2020/3/3, 39, 22, 20, 10, 
2020/3/4, 42, 18, 20, 10, 
2020/3/5, 25, 17, 32, 7, 
2020/3/6, 39, 24, 30, 6, 
2020/3/7, 45, 13, 25, 7, 
2020/3/8, 31, 14, , 11, 
2020/3/9, 37, 17, 26, 9, 
2020/3/10, 53, 24, 16, 14, 
2020/3/11, 63, 27, 28, 21, 
2020/3/12, 59, 23, 27, 9, 
2020/3/13, 44, 22, 21, 5, 
2020/3/14, 43, 22, 28, 6, 
2020/3/15, 41, 15, 31, 2, 
2020/3/16, 57, 19, 31, 3, 
2020/3/17, 46, 15, 27, 9, 
2020/3/18, 78, 33, 28, 9, 1
2020/3/19, 79, 39, 29, 7, 
2020/3/20, 31, 18, 23, 8, 
2020/3/21, 28, 11, 26, 13, 
2020/3/22, 31, 9, 30, 5, 
2020/3/23, 55, 22, 27, 4, 
2020/3/24, 33, 11, 27, 8, 3
2020/3/25, 45, 16, 33, 7, 
2020/3/26, 54, 23, 34, 3, 
2020/3/27, 49, 20, 40, 4, 
2020/3/28, 34, 9, 34, 5, 
2020/3/29, 43, 15, 41, 5, 
2020/3/30, 53, 17, 23, 8, 
2020/3/31, 26, 6, 28, 9, 
2019/10/1, 29, 13, 27, 9, 
2019/10/2, 31, 12, 25, 10, 12
2019/10/3, 23, 11, 18, 12, 
2019/10/4, 23, 12, 29, 7, 
2019/10/5, 22, 10, 26, 5, 
2019/10/6, 20, 8, 29, 12, 
2019/10/7, 20, 10, 19, 6, 
2019/10/8, 22, 13, 27, 4, 
2019/10/9, 19, 16, 31, 16, 
2019/10/10, 27, 27, 25, 34, 
2019/10/11, 57, 32, 30, 15, 
2019/10/12, 65, 27, 25, 7, 
2019/10/13, 43, 10, 27, 11, 
2019/10/14, 21, 19, 24, 24, 
2019/10/15, 45, 19, 25, 21, 
2019/10/16, 44, 13, 26, 8, 
2019/10/17, 21, 9, 24, 15, 
2019/10/18, 13, 9, 24, 13, 
2019/10/19, 17, 8, 28, 7, 
2019/10/21, 31, 9, 27, 13, 1
2019/10/22, 28, 12, 27, 7, 
2019/10/23, 16, 13, 28, 27, 
2019/10/24, 25, 20, 22, 24, 
2019/10/25, 51, 23, 25, 27, 
2019/10/26, 54, 24, 25, 15, 
2019/10/27, 57, 19, 12, 18, 
2019/10/28, 52, 17, 16, 15, 1
2019/10/29, 43, 18, 11, 13, 
2019/10/31, 39, 9, 11, 8, 
2019/11/1, 14, , 17, 7, 
2019/11/2, 43, 8, 47, 7, 1
